17:13:28		Time		Entity			Transmission Time					Real Time		Data
17:13:29	   4329,72		Host#13->#19		1.0E9/(1250000.0*1000)			0.8			1000000000,00
17:13:29	   4330,52		#19->#13		1.0E9/(6250000.0*1000)			0.16			1000000000,00
17:13:29	   4340,68		#13->#5		1.0E9/(6250000.0*1000)			0.16			1000000000,00
17:13:29	   4340,85		#5->#11		1.0E9/(6250000.0*1000)			0.16			1000000000,00
17:13:29	   4351,01		#11->#3		1.0E9/(6250000.0*1000)			0.16			1000000000,00
17:13:29	   4361,17		#3->Host#1		1250000.0 | 1.0E9/(1250000.0*1000)			0.8			1000000000,00
17:13:29	  86700,03		Host#13->#19		1.01E9/(1250000.0*1000)			0.808			1010000000,00
17:13:29	  86700,84		#19->#13		1.01E9/(6250000.0*1000)			0.1616			1010000000,00
17:13:29	  86711,00		#13->#5		1.01E9/(6250000.0*1000)			0.1616			1010000000,00
17:13:29	  86711,16		#5->#11		1.01E9/(6250000.0*1000)			0.1616			1010000000,00
17:13:29	  86721,33		#11->#3		1.01E9/(6250000.0*1000)			0.1616			1010000000,00
17:13:29	  86731,49		#3->Host#1		1250000.0 | 1.01E9/(1250000.0*1000)			0.808			1010000000,00
17:13:30	 103116,23		Host#1->#3		1.0E9/(1250000.0*1000)			0.8			1000000000,00
17:13:30	 103117,04		#3->#11		1.0E9/(6250000.0*1000)			0.16			1000000000,00
17:13:30	 103127,20		#11->#5		1.0E9/(6250000.0*1000)			0.16			1000000000,00
17:13:30	 103137,36		#5->Host#3		1250000.0 | 1.0E9/(1250000.0*1000)			0.8			1000000000,00
17:13:30	 111331,16		Host#3->#5		1.0E9/(1250000.0*1000)			0.8			1000000000,00
17:13:30	 111331,96		#5->#11		1.0E9/(6250000.0*1000)			0.16			1000000000,00
17:13:30	 111342,12		#11->#3		1.0E9/(6250000.0*1000)			0.16			1000000000,00
17:13:30	 111352,28		#3->Host#1		1250000.0 | 1.0E9/(1250000.0*1000)			0.8			1000000000,00
